,ESTACAO,DATA (YYYY-MM-DD),rain_max,rad_max,temp_avg,temp_max,temp_min,hum_max,hum_min,wind_max,wind_avg
1638816,A201,2023-02-27,1.4,3295.9,26.48260869565217,33.1,23.8,98.0,61.0,13.0,0.6086956521739131
1638817,A201,2023-02-28,14.8,2758.6,26.77916666666667,33.7,24.3,97.0,59.0,9.2,0.4833333333333333
1638818,A201,2023-03-01,4.2,3058.9,27.666666666666668,34.2,23.8,98.0,56.0,8.0,0.4833333333333333
1638819,A201,2023-03-02,9.8,2484.7,26.97826086956522,32.8,24.8,96.0,63.0,7.0,0.4217391304347825
1638820,A201,2023-03-03,3.8,2027.0,26.816666666666663,32.3,24.5,97.0,65.0,8.5,0.3958333333333333
1638821,A201,2023-03-04,8.4,1703.0,25.58695652173913,29.5,23.4,98.0,69.0,5.4,0.3260869565217391
1638822,A201,2023-03-05,12.2,2111.8,26.05,32.1,24.1,98.0,67.0,6.0,0.175
1638823,A201,2023-03-06,11.2,2854.7,26.229166666666668,34.4,23.0,99.0,56.0,13.0,0.725
1638824,A201,2023-03-07,11.2,2619.5,26.88695652173913,33.8,24.0,98.0,60.0,7.7,0.4739130434782609
1638825,A201,2023-03-08,8.8,1666.1,26.16818181818182,31.6,24.0,97.0,66.0,6.5,0.2681818181818182
1638826,A201,2023-03-09,39.0,2576.4,26.275,32.5,23.5,99.0,62.0,10.9,0.3875
1638827,A201,2023-03-10,8.2,3069.2,25.1125,32.6,22.5,99.0,62.0,9.6,0.7374999999999999
1638828,A201,2023-03-11,11.8,3224.9,26.93636363636364,34.6,23.4,99.0,53.0,9.3,0.6227272727272728
1638829,A201,2023-03-12,1.8,2184.1,26.5125,32.3,23.6,99.0,65.0,7.7,0.4416666666666666
1638830,A201,2023-03-13,4.4,632.4,25.05,28.1,23.1,97.0,79.0,10.5,0.075
1638831,A201,2023-03-14,13.2,1024.3,24.5,27.2,23.1,98.0,82.0,4.9,0.2083333333333333
1638832,A201,2023-03-15,8.2,2871.5,25.47083333333333,28.9,23.7,99.0,75.0,6.1,0.1791666666666666
1638833,A201,2023-03-16,19.0,2019.1,26.00434782608696,31.3,23.8,98.0,60.0,7.6,0.1347826086956521
1638834,A201,2023-03-17,14.4,2215.2,25.891666666666666,32.2,23.0,99.0,64.0,7.0,0.35
1638835,A201,2023-03-18,5.0,1971.8,25.925,31.3,23.4,99.0,68.0,7.7,0.305
1638836,A201,2023-03-19,0.4,2792.0,26.516666666666666,32.0,23.6,97.0,63.0,8.0,0.3916666666666666
1638837,A201,2023-03-20,20.0,2207.7,25.36521739130435,31.2,23.0,99.0,65.0,6.5,0.5739130434782609
1638838,A201,2023-03-21,4.0,2171.5,24.933333333333334,31.1,23.0,97.0,63.0,6.3,0.3208333333333333
1638839,A201,2023-03-22,0.2,2805.1,26.133333333333336,32.5,23.0,97.0,59.0,7.2,0.6375
1638840,A201,2023-03-23,0.8,3437.9,27.65,33.5,24.0,98.0,52.0,6.2,0.3833333333333333
1638841,A201,2023-03-24,22.4,1886.0,26.09166666666667,30.1,23.4,98.0,70.0,4.4,0.1875
1638842,A201,2023-03-25,27.6,1137.6,25.575,27.6,24.3,98.0,83.0,4.6,0.1083333333333333
1638843,A201,2023-03-26,6.8,2138.1,26.5,31.7,23.4,98.0,65.0,5.3,0.2869565217391304
1638844,A201,2023-03-27,6.4,2932.9,26.725,33.0,22.8,98.0,52.0,7.2,0.2791666666666667
1638845,A201,2023-03-28,24.2,2938.1,25.78333333333333,31.9,23.7,98.0,63.0,6.0,0.2708333333333333
1638846,A201,2023-03-29,5.2,2201.7,26.0625,32.5,23.4,98.0,63.0,6.2,0.3541666666666667
1638847,A201,2023-03-30,5.6,3369.4,26.691666666666663,33.8,23.6,98.0,57.0,6.6,0.6166666666666667
1638848,A201,2023-03-31,15.6,2710.3,25.97083333333333,32.4,24.0,98.0,62.0,9.1,0.5083333333333333
1638849,A201,2023-04-01,3.0,1961.4,26.070833333333336,31.6,23.4,98.0,67.0,7.5,0.5166666666666667
1638850,A201,2023-04-02,15.4,2030.4,26.191666666666663,31.9,23.0,98.0,61.0,11.8,0.6041666666666666
1638851,A201,2023-04-03,18.2,1419.8,25.120833333333334,29.2,23.3,98.0,76.0,5.8,0.4125
1638852,A201,2023-04-04,3.0,3308.4,26.4875,32.8,23.3,98.0,61.0,5.7,0.4916666666666667
1638853,A201,2023-04-05,21.8,2543.5,26.3625,31.9,23.2,98.0,65.0,13.0,0.5333333333333333
1638854,A201,2023-04-06,2.6,1624.5,25.5125,30.7,23.9,99.0,68.0,7.4,0.5791666666666667
1638855,A201,2023-04-07,0.8,2598.4,27.041666666666668,33.0,23.8,98.0,54.0,7.2,0.6541666666666667
1638856,A201,2023-04-08,1.2,1846.0,27.075,30.9,23.4,98.0,64.0,5.6,0.5208333333333334
1638857,A201,2023-04-09,4.6,3003.1,26.775,32.6,24.6,98.0,63.0,6.5,0.3583333333333333
1638858,A201,2023-04-10,4.8,3413.6,26.433333333333334,32.9,22.3,98.0,53.0,6.5,0.6875
1638859,A201,2023-04-11,10.2,3012.1,26.758333333333336,32.2,24.1,98.0,65.0,8.9,0.5833333333333334
1638860,A201,2023-04-12,1.4,3094.5,26.77916666666667,33.3,23.3,98.0,57.0,7.6,0.7208333333333333
1638861,A201,2023-04-13,19.4,2434.0,26.879166666666663,33.0,24.3,98.0,58.0,7.4,0.5416666666666666
1638862,A201,2023-04-14,16.6,2792.6,26.98333333333333,33.5,23.8,98.0,60.0,7.5,0.5583333333333333
1638863,A201,2023-04-15,15.0,3229.3,27.15416666666667,34.1,24.4,98.0,58.0,8.7,0.7125
1638864,A201,2023-04-16,0.4,3423.2,27.3625,33.6,24.5,98.0,57.0,6.1,0.6583333333333333
1638865,A201,2023-04-17,1.6,2612.7,26.875,33.0,24.2,98.0,62.0,7.7,0.475
1638866,A201,2023-04-18,32.8,2495.4,26.516666666666666,31.4,25.0,98.0,69.0,6.4,0.4333333333333333
1638867,A201,2023-04-19,1.0,2944.5,27.4625,33.1,24.6,98.0,61.0,8.9,0.45
1638868,A201,2023-04-20,6.8,2112.8,26.508333333333336,32.2,24.5,99.0,66.0,8.7,0.4333333333333333
1638869,A201,2023-04-21,0.2,2721.6,27.8375,34.5,24.5,98.0,56.0,5.7,0.8250000000000001
1638870,A201,2023-04-22,0.0,3338.9,28.29583333333333,34.6,24.5,97.0,54.0,6.9,0.9458333333333332
1638871,A201,2023-04-23,5.0,3213.0,27.75,33.2,24.4,99.0,59.0,7.9,0.6875
1638872,A201,2023-04-24,1.8,2282.2,27.070833333333336,33.0,24.3,97.0,64.0,8.2,0.75
1638873,A201,2023-04-25,0.2,2495.9,26.85833333333333,33.6,24.2,98.0,57.0,10.9,0.7916666666666666
1638874,A201,2023-04-26,2.6,3311.3,25.9875,31.7,24.3,98.0,70.0,10.0,0.6124999999999999
1638875,A201,2023-04-27,9.2,2064.0,25.71666666666667,30.3,24.1,98.0,69.0,6.2,0.4291666666666667
1638876,A201,2023-04-28,1.8,2591.0,26.479166666666668,31.7,23.6,99.0,66.0,5.2,0.5791666666666667
1638877,A201,2023-04-29,0.2,2473.1,27.266666666666666,33.7,24.0,98.0,58.0,8.3,0.7999999999999999
1638878,A201,2023-04-30,0.4,2763.4,26.979166666666668,33.7,24.3,98.0,55.0,8.3,0.4416666666666666
1638879,A201,2023-05-01,6.4,2489.0,26.7,33.7,24.2,98.0,59.0,9.5,0.5791666666666667
1638880,A201,2023-05-02,33.6,3245.1,26.5625,33.4,23.6,99.0,60.0,10.9,0.7875
1638881,A201,2023-05-03,16.0,1404.8,25.0,31.6,23.8,98.0,67.0,7.0,0.5
1638882,A201,2023-05-04,5.2,2452.8,26.34166666666667,32.0,23.9,98.0,65.0,6.9,0.6
1638883,A201,2023-05-05,0.0,3208.3,27.83478260869565,34.6,24.0,99.0,52.0,7.1,0.8782608695652173
1638884,A201,2023-05-06,0.0,2715.2,27.53333333333333,33.9,24.1,98.0,61.0,7.0,0.7625000000000001
1638885,A201,2023-05-07,0.0,2989.4,28.45,34.1,24.0,98.0,53.0,7.7,1.0208333333333333
1638886,A201,2023-05-08,1.0,3217.7,28.725,34.2,25.4,97.0,55.0,6.6,0.95
1638887,A201,2023-05-09,0.8,2930.0,27.4875,33.5,24.8,97.0,57.0,10.2,0.5291666666666667
1638888,A201,2023-05-10,20.0,3368.2,27.633333333333336,34.8,23.1,97.0,54.0,12.5,0.6166666666666667
1638889,A201,2023-05-11,25.6,2202.6,26.5125,32.4,24.1,97.0,67.0,7.6,0.4041666666666666
1638890,A201,2023-05-12,8.6,2319.6,26.6,32.1,24.7,98.0,69.0,6.1,0.3291666666666666
1638891,A201,2023-05-13,35.6,2297.4,26.73333333333333,32.4,24.2,98.0,60.0,8.0,0.3458333333333332
1638892,A201,2023-05-14,3.4,3036.6,26.89583333333333,32.7,24.5,99.0,64.0,6.9,0.6
1638893,A201,2023-05-15,0.0,3068.2,27.82083333333333,33.6,24.8,97.0,59.0,7.1,0.9125
1638894,A201,2023-05-16,1.0,2858.8,27.754166666666663,33.0,24.3,96.0,64.0,6.4,0.5333333333333333
1638895,A201,2023-05-17,10.6,2242.5,27.25,33.2,24.4,98.0,63.0,8.7,0.8208333333333333
1638896,A201,2023-05-18,1.6,1846.6,26.791666666666668,32.3,24.4,97.0,67.0,6.3,0.4083333333333334
1638897,A201,2023-05-19,10.8,3261.1,26.97083333333333,33.6,23.5,98.0,58.0,11.9,0.7458333333333332
1638898,A201,2023-05-20,3.0,3117.4,26.27083333333333,33.3,23.5,97.0,59.0,11.4,0.6625
1638899,A201,2023-05-21,1.4,2552.1,26.704166666666666,33.5,24.4,98.0,60.0,9.9,0.7708333333333334
1638900,A201,2023-05-22,0.2,3230.6,28.141666666666666,33.9,24.2,98.0,59.0,7.6,1.0416666666666667
1638901,A201,2023-05-23,0.0,3417.7,29.40416666666667,35.1,25.5,98.0,54.0,6.7,0.9583333333333334
1638902,A201,2023-05-24,7.2,2071.9,27.125,32.5,24.0,98.0,66.0,9.8,0.9041666666666668
1638903,A201,2023-05-25,0.2,2985.9,27.48333333333333,33.4,24.3,97.0,60.0,10.0,1.3875
1638904,A201,2023-05-26,9.4,2791.0,27.275,34.4,24.3,98.0,57.0,8.4,0.9875
1638905,A201,2023-05-27,31.6,2316.5,26.991666666666664,33.0,24.8,98.0,61.0,8.5,0.5083333333333333
1638906,A201,2023-05-28,5.2,3025.7,26.416666666666668,33.5,24.0,98.0,61.0,6.5,0.5666666666666667
1638907,A201,2023-05-29,0.4,2753.9,27.5125,33.8,24.3,98.0,57.0,7.1,0.975
1638908,A201,2023-05-30,3.4,2785.8,27.308333333333334,33.7,24.7,98.0,60.0,9.1,0.7958333333333334
1638909,A201,2023-05-31,6.8,3023.5,27.041666666666668,33.5,23.1,98.0,57.0,6.6,0.9375
1638910,A201,2023-06-01,2.4,3293.4,27.48333333333333,33.7,24.1,98.0,54.0,8.2,0.8083333333333332
1638911,A201,2023-06-02,0.2,3262.0,28.008333333333336,34.1,24.0,98.0,56.0,5.4,0.8250000000000001
1638912,A201,2023-06-03,7.2,2207.1,25.854166666666668,30.6,23.9,98.0,71.0,12.6,0.5041666666666667
1638913,A201,2023-06-04,0.2,3068.9,27.34166666666667,33.6,23.7,98.0,59.0,7.4,1.1458333333333333
1638914,A201,2023-06-05,0.0,2993.1,27.141666666666666,33.7,24.0,97.0,57.0,12.9,1.1666666666666667
1638915,A201,2023-06-06,5.6,3031.9,26.6625,33.4,23.8,98.0,56.0,10.9,0.95
1638916,A201,2023-06-07,11.2,2977.1,27.15833333333333,34.1,24.0,97.0,58.0,9.0,1.0458333333333334
1638917,A201,2023-06-08,2.0,2916.8,27.166666666666668,34.1,24.1,98.0,59.0,5.5,0.6875
1638918,A201,2023-06-09,14.8,3178.5,27.258333333333336,33.6,23.9,98.0,59.0,10.9,0.9666666666666668
1638919,A201,2023-06-10,0.2,3211.1,27.641666666666666,33.8,24.2,98.0,58.0,8.3,1.0625
1638920,A201,2023-06-11,2.6,2898.6,27.3875,33.8,24.3,97.0,58.0,7.9,1.1166666666666667
1638921,A201,2023-06-12,10.4,2971.0,27.59166666666667,34.1,24.3,98.0,58.0,8.9,0.9791666666666666
1638922,A201,2023-06-13,0.2,2716.4,27.17083333333333,33.1,23.9,98.0,60.0,7.3,1.2541666666666669
1638923,A201,2023-06-14,0.0,2491.3,27.65833333333333,33.8,24.2,97.0,59.0,7.5,1.075
1638924,A201,2023-06-15,0.0,3473.6,28.29583333333333,33.1,24.7,97.0,56.0,7.1,1.2416666666666667
1638925,A201,2023-06-16,2.2,3325.2,28.09583333333333,34.1,24.6,96.0,55.0,8.5,1.125
1638926,A201,2023-06-17,34.8,2664.3,27.191666666666663,33.7,23.8,98.0,58.0,8.2,0.6
1638927,A201,2023-06-18,0.2,2736.8,26.5,33.1,23.3,99.0,58.0,6.0,0.4333333333333333
1638928,A201,2023-06-19,5.8,2846.7,26.758333333333336,32.9,23.4,98.0,62.0,6.9,0.7041666666666666
1638929,A201,2023-06-20,14.0,3095.1,27.14583333333333,33.2,23.4,98.0,63.0,7.5,1.0958333333333334
1638930,A201,2023-06-21,1.4,2820.3,27.354166666666668,33.2,24.5,95.0,60.0,9.0,1.3833333333333335
1638931,A201,2023-06-22,0.6,2423.3,27.325,32.9,23.9,96.0,58.0,7.0,1.5
1638932,A201,2023-06-23,0.0,3062.2,27.7375,32.3,24.4,95.0,58.0,7.5,1.1458333333333333
1638933,A201,2023-06-24,0.0,3336.4,28.066666666666663,32.6,24.3,96.0,53.0,8.1,1.2166666666666666
1638934,A201,2023-06-25,4.2,3190.7,27.59583333333333,33.1,23.9,97.0,57.0,8.1,1.0208333333333333
1638935,A201,2023-06-26,0.0,3206.3,27.9875,33.7,23.7,97.0,52.0,6.8,1.0666666666666669
1638936,A201,2023-06-27,0.0,3142.4,28.34166666666667,33.5,24.7,94.0,54.0,7.5,1.2916666666666667
1638937,A201,2023-06-28,0.0,2365.5,27.34166666666667,32.3,23.6,94.0,60.0,7.4,1.2708333333333333
1638938,A201,2023-06-29,0.0,3264.9,28.72083333333333,34.6,24.8,91.0,54.0,6.6,1.1333333333333333
1638939,A201,2023-06-30,28.6,3188.3,28.329166666666666,34.8,24.2,98.0,52.0,8.8,1.175
1638940,A201,2023-07-01,0.8,2840.7,27.070833333333336,32.7,24.2,98.0,62.0,8.4,0.7458333333333332
1638941,A201,2023-07-02,0.0,2999.0,28.041666666666668,33.7,24.4,97.0,56.0,7.0,1.025
1638942,A201,2023-07-03,1.4,2813.3,27.67083333333333,34.0,23.3,97.0,59.0,7.6,1.0958333333333334
1638943,A201,2023-07-04,1.8,3187.8,27.883333333333336,34.2,23.8,98.0,54.0,6.1,0.5125000000000001
1638944,A201,2023-07-05,2.2,3074.2,27.566666666666663,33.1,24.3,97.0,62.0,10.1,0.975
1638945,A201,2023-07-06,0.0,3030.7,28.0375,32.9,23.8,97.0,52.0,7.7,0.9291666666666668
1638946,A201,2023-07-07,1.0,3152.3,27.4375,33.1,24.7,95.0,61.0,12.4,1.4666666666666668
1638947,A201,2023-07-08,0.0,3070.3,27.5875,33.3,23.6,97.0,53.0,7.8,0.9125
1638948,A201,2023-07-09,6.4,2955.9,26.808333333333334,33.2,23.9,98.0,59.0,11.4,0.9458333333333334
1638949,A201,2023-07-10,0.2,2282.2,26.870833333333334,32.7,23.6,98.0,61.0,8.3,0.9291666666666668
1638950,A201,2023-07-11,10.2,2643.7,26.933333333333334,32.7,23.4,96.0,61.0,7.5,1.2291666666666667
1638951,A201,2023-07-12,4.6,2650.0,26.1,32.9,22.9,98.0,58.0,9.2,0.5708333333333333
1638952,A201,2023-07-13,0.8,2694.4,26.9875,33.4,22.8,98.0,59.0,5.8,0.7083333333333334
1638953,A201,2023-07-14,0.0,2771.6,28.354166666666668,34.1,24.3,96.0,57.0,6.1,1.0208333333333333
1638954,A201,2023-07-15,0.0,3031.9,28.15833333333333,34.1,24.6,94.0,56.0,8.8,1.3333333333333333
1638955,A201,2023-07-16,16.2,2821.7,27.816666666666663,33.8,24.1,97.0,56.0,8.9,1.3
1638956,A201,2023-07-17,1.6,3133.7,27.46666666666667,33.6,24.2,98.0,56.0,9.0,1.1625
1638957,A201,2023-07-18,0.2,3233.2,27.71666666666667,33.3,24.1,96.0,56.0,7.6,1.5083333333333335
1638958,A201,2023-07-19,31.6,2666.5,28.2375,33.5,22.5,98.0,56.0,15.8,1.2666666666666666
1638959,A201,2023-07-20,0.8,3212.6,27.425,33.9,22.4,98.0,52.0,6.1,0.6041666666666666
1638960,A201,2023-07-21,0.0,3346.8,27.60833333333333,32.8,23.3,96.0,50.0,7.4,1.3541666666666667
1638961,A201,2023-07-22,0.0,3356.2,27.9,32.9,22.9,96.0,49.0,7.3,1.1458333333333333
1638962,A201,2023-07-23,2.4,3262.1,27.35833333333333,32.9,22.8,99.0,55.0,10.6,1.15
1638963,A201,2023-07-24,0.0,3201.9,28.820833333333336,33.8,24.7,94.0,51.0,5.7,0.8791666666666668
1638964,A201,2023-07-25,0.0,2791.1,28.58333333333333,34.2,25.1,93.0,50.0,5.6,1.0166666666666666
1638965,A201,2023-07-26,0.0,3376.5,28.34166666666667,35.0,24.4,95.0,52.0,6.7,1.2625
1638966,A201,2023-07-27,0.0,3274.7,28.870833333333334,34.6,24.4,95.0,51.0,7.9,1.3625
1638967,A201,2023-07-28,0.0,3096.1,28.75,34.2,25.2,92.0,53.0,7.9,1.4833333333333334
1638968,A201,2023-07-29,0.0,3324.7,28.29583333333333,34.9,24.6,95.0,52.0,6.7,1.05
1638969,A201,2023-07-30,0.0,2433.9,27.916666666666668,33.9,25.1,94.0,58.0,6.5,0.9916666666666668
1638970,A201,2023-07-31,0.2,3037.5,27.975,34.4,24.0,97.0,57.0,7.9,0.9541666666666666
1638971,A201,2023-08-01,0.4,3268.8,28.15833333333333,33.5,24.6,95.0,57.0,8.3,0.9541666666666666
1638972,A201,2023-08-02,0.0,2932.5,28.46666666666667,34.1,24.9,94.0,55.0,6.5,1.1291666666666669
1638973,A201,2023-08-03,0.0,3370.8,28.554166666666664,34.5,24.5,94.0,49.0,6.0,1.1708333333333334
1638974,A201,2023-08-04,0.0,2360.3,28.375,34.0,24.6,95.0,59.0,6.4,0.9541666666666668
1638975,A201,2023-08-05,1.2,2999.8,28.55,34.6,24.8,95.0,54.0,6.9,1.125
1638976,A201,2023-08-06,1.2,2899.3,28.370833333333334,34.4,24.2,97.0,56.0,6.5,0.9166666666666666
1638977,A201,2023-08-07,1.2,2826.0,27.945833333333336,33.8,24.2,96.0,57.0,7.9,1.1541666666666666
1638978,A201,2023-08-08,0.0,2474.3,28.28333333333333,34.2,24.3,96.0,56.0,8.6,1.3916666666666666
1638979,A201,2023-08-09,5.4,2456.4,26.9875,34.5,24.4,96.0,56.0,7.9,1.225
1638980,A201,2023-08-10,3.6,2780.5,27.31304347826088,33.5,23.8,96.0,56.0,8.1,1.191304347826087
1638981,A201,2023-08-11,0.0,3371.3,28.1875,35.1,23.5,97.0,45.0,5.6,0.7999999999999999
1638982,A201,2023-08-12,0.0,2319.6,28.1125,33.5,24.8,94.0,59.0,6.1,0.95
1638983,A201,2023-08-13,0.0,2655.7,27.4625,33.3,23.9,96.0,58.0,6.7,0.8541666666666666
1638984,A201,2023-08-14,0.0,3388.2,28.59090909090909,35.6,24.3,94.0,47.0,6.8,0.6681818181818181
1638985,A201,2023-08-15,0.0,3309.3,28.67727272727273,34.4,24.7,96.0,56.0,7.3,0.9136363636363636
1638986,A201,2023-08-16,0.0,3543.0,29.095652173913045,34.6,24.6,94.0,52.0,6.5,1.2173913043478262
1638987,A201,2023-08-17,0.0,3445.2,28.875,35.2,24.3,95.0,47.0,7.4,1.2375
1638988,A201,2023-08-18,0.0,3471.5,28.84166666666667,33.8,24.4,95.0,50.0,7.8,1.4958333333333331
1638989,A201,2023-08-19,0.0,3319.8,29.02083333333333,34.8,24.5,94.0,50.0,7.8,1.7166666666666668
1638990,A201,2023-08-20,0.0,3378.3,28.945833333333336,34.8,24.3,94.0,52.0,9.6,1.65
1638991,A201,2023-08-21,3.8,2036.9,28.217391304347824,33.9,24.6,96.0,54.0,8.4,1.673913043478261
1638992,A201,2023-08-22,0.0,2417.4,28.59166666666667,33.8,24.7,94.0,57.0,8.4,1.6958333333333335
1638993,A201,2023-08-23,0.0,2457.6,28.254166666666663,34.0,23.1,94.0,51.0,9.6,1.6125
1638994,A201,2023-08-24,0.0,2655.2,28.20833333333333,35.5,23.4,96.0,46.0,6.7,1.1458333333333333
1638995,A201,2023-08-25,0.0,3152.1,28.6875,34.8,24.9,93.0,49.0,6.4,0.9583333333333334
1638996,A201,2023-08-26,0.0,2681.7,28.633333333333336,34.5,24.3,95.0,51.0,7.7,0.9125
1638997,A201,2023-08-27,0.0,3388.9,28.77083333333333,34.5,24.1,97.0,50.0,6.4,0.8125
1638998,A201,2023-08-28,0.0,2601.9,28.45217391304348,34.0,23.9,96.0,55.0,9.1,1.0347826086956522
1638999,A201,2023-08-29,0.0,3215.5,28.547826086956523,35.2,23.8,96.0,47.0,7.7,1.2521739130434784
1639000,A201,2023-08-30,0.0,2932.3,28.475,34.3,23.8,96.0,50.0,7.2,0.85
1639001,A201,2023-08-31,0.0,2621.8,28.558333333333334,34.7,23.9,95.0,56.0,8.1,0.8583333333333334
1639002,A201,2023-09-01,0.0,3306.1,28.60833333333333,34.9,24.4,93.0,48.0,7.4,1.0791666666666666
1639003,A201,2023-09-02,0.0,2863.6,28.98695652173913,36.5,23.2,94.0,40.0,8.6,1.582608695652174
1639004,A201,2023-09-03,13.6,2637.1,27.8,36.0,24.0,96.0,44.0,9.3,1.791304347826087
1639005,A201,2023-09-04,0.2,2810.7,27.875,34.4,24.5,95.0,53.0,8.6,0.8125
1639006,A201,2023-09-05,0.0,3275.7,28.42083333333333,35.5,24.3,95.0,51.0,7.0,1.0041666666666669
1639007,A201,2023-09-06,0.0,2227.9,28.695833333333336,34.1,24.9,92.0,55.0,7.3,1.0333333333333334
1639008,A201,2023-09-07,2.4,2958.2,27.979166666666668,35.4,24.2,94.0,49.0,7.9,1.0333333333333334
1639009,A201,2023-09-08,1.6,3173.4,28.039130434782606,36.2,23.0,96.0,46.0,7.8,1.0043478260869565
1639010,A201,2023-09-09,0.0,3078.5,28.44,35.0,24.1,96.0,53.0,6.9,1.075
1639011,A201,2023-09-10,0.4,2993.0,27.87826086956522,34.4,24.4,97.0,54.0,7.5,1.1347826086956525
1639012,A201,2023-09-11,5.2,2467.2,28.40869565217391,35.0,24.6,95.0,53.0,10.0,1.517391304347826
1639013,A201,2023-09-12,3.2,3310.7,28.070833333333336,35.0,23.5,96.0,49.0,9.1,1.5375
1639014,A201,2023-09-13,0.8,3684.7,28.11304347826087,34.7,24.2,94.0,52.0,10.1,1.3347826086956522
1639015,A201,2023-09-14,10.2,2968.8,27.539130434782606,33.8,24.5,96.0,58.0,8.8,0.8869565217391304
1639016,A201,2023-09-15,0.2,2943.3,28.325,34.3,24.6,95.0,56.0,6.9,1.075
1639017,A201,2023-09-16,0.0,2084.7,28.85833333333333,34.8,25.0,93.0,53.0,9.7,1.3583333333333334
1639018,A201,2023-09-17,0.0,2570.4,29.08333333333333,36.3,24.1,94.0,46.0,8.2,1.5
1639019,A201,2023-09-18,0.0,3307.1,28.97083333333333,36.0,24.2,95.0,43.0,6.7,1.4041666666666668
1639020,A201,2023-09-19,0.0,2780.8,28.745833333333334,34.3,25.0,92.0,54.0,7.3,1.0916666666666666
1639021,A201,2023-09-20,0.0,2529.7,29.325,35.1,25.7,92.0,54.0,6.3,0.8083333333333332
1639022,A201,2023-09-21,0.0,3206.6,29.35217391304348,35.9,26.0,92.0,51.0,7.1,1.091304347826087
1639023,A201,2023-09-22,0.4,2953.8,28.39583333333333,34.6,25.7,91.0,57.0,7.5,1.2916666666666667
1639024,A201,2023-09-23,0.0,2783.1,28.95833333333333,36.3,23.6,96.0,47.0,7.3,1.1
1639025,A201,2023-09-24,0.0,3397.1,29.120833333333334,36.0,24.0,96.0,49.0,7.9,1.2833333333333334
1639026,A201,2023-09-25,0.0,3030.7,29.143478260869564,36.0,24.1,94.0,46.0,7.6,1.2565217391304346
1639027,A201,2023-09-26,0.0,2857.2,29.725,35.1,25.7,91.0,51.0,7.1,1.0458333333333334
1639028,A201,2023-09-27,0.0,3015.6,29.683333333333334,37.1,24.7,94.0,43.0,7.3,1.3958333333333333
1639029,A201,2023-09-28,0.0,2589.4,29.75,37.2,25.1,89.0,43.0,10.4,1.55
1639030,A201,2023-09-29,0.0,2795.5,29.79565217391304,37.2,24.5,91.0,41.0,9.4,1.9565217391304348
1639031,A201,2023-09-30,0.6,3400.6,29.09130434782609,36.4,24.6,93.0,43.0,8.0,1.173913043478261
1639032,A201,2023-10-01,0.0,2742.3,29.431818181818183,34.9,25.4,92.0,56.0,7.9,1.0636363636363635
1639033,A201,2023-10-02,0.6,3131.9,29.63913043478261,37.3,24.3,95.0,41.0,9.8,1.3217391304347823
1639034,A201,2023-10-03,0.0,2705.8,30.20434782608696,37.4,24.8,94.0,43.0,7.9,1.0478260869565217
1639035,A201,2023-10-04,0.2,2536.1,29.578260869565216,36.2,25.4,91.0,46.0,9.0,1.452173913043478
1639036,A201,2023-10-05,0.0,2724.2,29.38695652173913,36.5,24.2,94.0,47.0,8.8,1.1782608695652177
1639037,A201,2023-10-06,0.0,3163.1,29.43913043478261,36.9,24.5,90.0,40.0,8.3,1.3565217391304347
1639038,A201,2023-10-07,0.0,2452.2,28.808333333333334,35.0,24.2,95.0,51.0,7.9,1.1166666666666667
1639039,A201,2023-10-08,8.0,3185.7,28.331818181818186,36.5,23.7,96.0,49.0,8.6,1.0
1639040,A201,2023-10-09,0.0,2909.1,28.5,36.6,23.6,96.0,44.0,8.4,1.2041666666666666
1639041,A201,2023-10-10,0.2,2576.6,28.91304347826087,35.3,24.8,93.0,50.0,9.1,1.2347826086956522
1639042,A201,2023-10-11,0.8,2001.8,28.77272727272728,35.1,23.4,96.0,50.0,9.1,1.0727272727272728
1639043,A201,2023-10-12,0.2,1919.0,27.8,33.0,24.1,97.0,60.0,7.4,0.6545454545454545
1639044,A201,2023-10-13,0.0,3172.5,28.981818181818184,34.8,24.2,94.0,52.0,7.5,1.181818181818182
1639045,A201,2023-10-14,0.0,3354.3,29.229166666666668,35.9,24.2,95.0,46.0,7.9,1.225
1639046,A201,2023-10-15,0.0,2961.4,28.941666666666663,35.2,24.0,96.0,48.0,7.7,1.3166666666666669
1639047,A201,2023-10-16,5.4,2886.3,28.7,34.9,24.8,95.0,52.0,7.4,1.3458333333333332
1639048,A201,2023-10-17,0.2,2369.6,29.76923076923077,33.9,23.7,98.0,58.0,9.4,0.9923076923076924
1639049,A201,2023-10-18,0.2,2775.3,31.275,34.9,24.5,98.0,54.0,6.3,1.175
1639050,A201,2023-10-19,0.0,2880.6,28.8,36.2,23.8,97.0,49.0,7.4,0.8565217391304347
1639051,A201,2023-10-20,0.6,2930.2,29.141666666666666,34.9,24.8,96.0,53.0,6.8,1.1375
1639052,A201,2023-10-21,0.2,2444.9,28.663636363636364,34.4,25.8,96.0,60.0,6.9,0.9863636363636364
1639053,A201,2023-10-22,0.2,2778.1,28.6125,34.4,25.3,94.0,58.0,7.7,1.2208333333333334
1639054,A201,2023-10-23,0.2,2616.4,28.930434782608696,34.9,24.4,96.0,49.0,7.7,1.2086956521739132
1639055,A201,2023-10-24,2.0,3004.1,28.55454545454546,34.3,24.3,95.0,49.0,8.0,0.8136363636363636
1639056,A201,2023-10-25,0.0,3357.7,28.83478260869565,35.0,23.7,95.0,47.0,6.8,1.434782608695652
